Período,Resíduo PARp,El Nino Forte,El Nino Médio,El Nino Fraco,La Nina Forte,La Nina Medio/Fraco,Manchas Solares,SOI,ENA,delta_ena,residuo_desp
Aug-74,-0.17,0.00,,0.00,1.00,0.00,33.60,6.60,4675,-3373.45,-2994.43606
Sep-74,-0.32,0.00,,0.00,1.00,0.00,40.20,12.30,7370,-678.45,-570.9800607
Oct-74,-0.29,0.00,,0.00,1.00,0.00,47.10,8.50,3610,-4438.45,-6717.65828
Nov-74,-0.62,0.00,,0.00,1.00,0.00,25.00,-1.40,5209,-2839.45,319.3842456
Dec-74,0.05,0.00,,0.00,1.00,0.00,20.50,-0.90,4374,-3674.45,-842.364488
Jan-75,-0.01,0.00,,0.00,1.00,0.00,18.90,-4.90,5403,-2645.45,-85.3275
Feb-75,-0.47,0.00,0.00,0.00,1.00,0.00,11.50,5.30,5220,-2828.45,-1463.405778
Mar-75,-0.86,0.00,0.00,0.00,1.00,0.00,11.50,11.60,4809,-3239.45,-351.334224
Apr-75,0.30,0.00,0.00,0.00,1.00,0.00,5.10,14.40,3096,-4952.45,-1751.430384
May-75,-0.39,0.00,0.00,0.00,1.00,0.00,9.00,6.00,2541,-5507.45,-3080.414988
Jun-75,-0.09,0.00,0.00,0.00,1.00,0.00,11.40,15.50,4948,-3100.45,-756.163625
Jul-75,0.25,0.00,0.00,0.00,1.00,0.00,28.20,21.10,4082,-3966.45,-1205.831052
Aug-75,-0.29,0.00,0.00,0.00,1.00,0.00,39.70,20.70,9834,1785.55,3056.726036
Sep-75,-0.32,0.00,0.00,0.00,1.00,0.00,13.90,22.50,15500,7451.55,4564.236829
Oct-75,0.81,0.00,0.00,0.00,1.00,0.00,9.10,17.70,18312,10263.55,4049.047877
Nov-75,0.38,0.00,0.00,0.00,1.00,0.00,19.40,13.80,8722,673.55,-2461.324515
Dec-75,-0.05,0.00,0.00,0.00,1.00,0.00,7.80,19.50,16344,8295.55,9741.59424
Jan-76,-1.15,0.00,0.00,0.00,1.00,0.00,8.10,11.80,11119,3070.55,1098.075
Feb-76,-0.10,0.00,0.00,0.00,1.00,0.00,4.30,12.90,6587,-1461.45,-3884.920124
Mar-76,-0.01,0.00,0.00,0.00,1.00,0.00,21.90,13.20,7153,-895.45,1347.762096
Apr-76,0.12,0.00,0.00,0.00,1.00,0.00,18.80,1.20,5380,-2668.45,-980.42373
May-76,0.14,0.00,0.00,0.00,1.00,0.00,12.40,2.10,6796,-1252.45,-517.1068812
Jun-76,1.02,0.00,0.00,0.00,1.00,0.00,12.20,0.20,13247,5198.55,5003.0075
Jul-76,0.39,0.00,0.00,0.00,1.00,0.00,1.90,-12.80,7180,-868.45,-4601.349108
Aug-76,1.25,0.00,0.00,0.00,1.00,0.00,16.40,-12.10,15057,7008.55,7175.23464
Sep-76,0.39,0.00,0.00,0.00,1.00,0.00,13.50,-13.00,9239,1190.55,-4728.645868
Oct-76,0.16,0.00,0.00,0.00,1.00,0.00,20.60,3.00,6234,-1814.45,-4998.473361
Nov-76,0.85,0.00,0.00,0.00,1.00,0.00,5.20,9.80,10230,2181.55,4217.067609
Dec-76,0.46,0.00,0.00,1.00,0.00,0.00,15.30,-3.00,9831,1782.55,2633.750504
Jan-77,0.10,0.00,0.00,1.00,0.00,0.00,16.40,-4.00,9201,1152.55,1646.325
Feb-77,0.07,0.00,0.00,1.00,0.00,0.00,23.10,7.70,10729,2680.55,1528.331744
Mar-77,-1.48,0.00,0.00,1.00,0.00,0.00,8.70,-9.50,7829,-219.45,69.6878982
Apr-77,0.81,0.00,0.00,1.00,0.00,0.00,12.90,-9.60,6985,-1063.45,188.2286208
May-77,-0.35,0.00,0.00,1.00,0.00,0.00,18.60,-11.40,3000,-5048.45,-5501.902392
Jun-77,0.13,0.00,0.00,1.00,0.00,0.00,38.50,-17.70,5172,-2876.45,-806.148
Jul-77,-0.30,0.00,0.00,1.00,0.00,0.00,21.40,-14.70,7030,-1018.45,1433.258172
Aug-77,-0.32,0.00,0.00,1.00,0.00,0.00,30.10,-12.10,13836,5787.55,6007.89196
Sep-77,0.59,0.00,0.00,1.00,0.00,0.00,44.00,-9.40,6085,-1963.45,-7173.64582
Oct-77,-0.29,0.00,0.00,1.00,0.00,0.00,43.80,-12.90,10134,2085.55,428.2007526
Nov-77,0.37,0.00,0.00,1.00,0.00,0.00,29.10,-14.60,9479,1430.55,1796.562282
Dec-77,0.82,0.00,0.00,1.00,0.00,0.00,43.20,-10.60,6589,-1459.45,-311.9586512
Jan-78,0.35,0.00,0.00,1.00,0.00,0.00,51.90,-3.00,3947,-4101.45,-2380.0875
Feb-78,-1.20,0.00,0.00,1.00,0.00,0.00,93.60,-24.40,2844,-5204.45,-2874.41362
Mar-78,0.38,0.00,0.00,1.00,0.00,0.00,76.50,-5.80,3460,-4588.45,-579.42639
Apr-78,-0.36,0.00,0.00,1.00,0.00,0.00,99.70,-7.90,1614,-6434.45,-2362.687866
May-78,0.21,0.00,0.00,1.00,0.00,0.00,82.70,16.30,1286,-6762.45,-3237.76194
Jun-78,0.38,0.00,0.00,1.00,0.00,0.00,95.10,5.80,1652,-6396.45,-3303.08175
Jul-78,0.57,0.00,0.00,1.00,0.00,0.00,70.40,6.10,6099,-1949.45,3221.287074
Aug-78,-0.20,0.00,0.00,1.00,0.00,0.00,58.10,1.40,5562,-2486.45,-1934.198854
Sep-78,0.14,0.00,0.00,1.00,0.00,0.00,138.20,0.80,7765,-283.45,-690.867107
Oct-78,-0.68,0.00,0.00,1.00,0.00,0.00,125.10,-6.20,4012,-4036.45,-6507.015326
Nov-78,0.72,0.00,0.00,1.00,0.00,0.00,97.90,-2.00,7345,-703.45,2283.284478
Dec-78,0.19,0.00,0.00,1.00,0.00,0.00,122.70,-0.90,5090,-2958.45,-969.071544
Jan-79,0.37,0.00,0.00,1.00,0.00,0.00,166.60,-4.00,2994,-5054.45,-2765.475
Feb-79,1.34,0.00,0.00,1.00,0.00,0.00,137.50,6.70,1980,-6068.45,-3106.775608
Mar-79,-1.00,0.00,0.00,1.00,0.00,0.00,138.00,-3.00,2741,-5307.45,-890.8101
Apr-79,-0.57,0.00,0.00,1.00,0.00,0.00,101.50,-5.50,3395,-4653.45,-117.5752314
May-79,0.70,0.00,0.00,1.00,0.00,0.00,134.40,3.60,14454,6405.55,8611.20204
Jun-79,-0.39,0.00,0.00,1.00,0.00,0.00,149.50,5.80,5130,-2918.45,-7685.02625
Jul-79,0.21,0.00,0.00,1.00,0.00,0.00,159.40,-8.20,6889,-1159.45,-3129.537366
Aug-79,0.75,0.00,0.00,1.00,0.00,0.00,142.20,-5.00,7283,-765.45,-494.7773628
Sep-79,0.89,0.00,0.00,1.00,0.00,0.00,188.40,1.40,7647,-401.45,-1807.875959
Oct-79,-0.16,0.00,0.00,1.00,0.00,0.00,186.20,-2.50,22610,14561.55,12148.27612
Nov-79,0.37,0.00,0.00,1.00,0.00,0.00,183.30,-4.70,17427,9378.55,4403.706612
Dec-79,-0.35,0.00,0.00,1.00,0.00,0.00,176.30,-7.50,12410,4361.55,2373.4018
Jan-80,1.19,0.00,0.00,1.00,0.00,0.00,159.60,3.20,6838,-1210.45,-1693.275
Feb-80,1.18,0.00,0.00,1.00,0.00,0.00,155.00,1.10,5107,-2941.45,-2527.497084
Mar-80,-0.74,0.00,0.00,1.00,0.00,0.00,126.20,-8.50,8721,672.55,3614.09814
Apr-80,0.32,0.00,0.00,1.00,0.00,0.00,164.10,-12.90,4115,-3933.45,-3257.545896
May-80,-0.14,0.00,0.00,1.00,0.00,0.00,179.90,-3.50,5615,-2433.45,-761.185236
Jun-80,-0.23,0.00,0.00,1.00,0.00,0.00,157.30,-4.70,3838,-4210.45,-3701.071625
Jul-80,0.50,0.00,0.00,1.00,0.00,0.00,136.30,-1.70,9534,1485.55,3700.441746
Aug-80,-0.02,0.00,0.00,1.00,0.00,0.00,135.40,1.40,15708,7659.55,6987.41372
Sep-80,0.18,0.00,0.00,1.00,0.00,0.00,155.00,-5.20,16022,7973.55,1676.386136
Oct-80,-0.60,0.00,0.00,1.00,0.00,0.00,164.70,-1.90,10551,2502.55,-3964.644138
Nov-80,-0.05,0.00,0.00,1.00,0.00,0.00,147.90,-3.40,9668,1619.55,1807.026084
Dec-80,1.22,0.00,0.00,0.00,0.00,0.00,174.40,-0.90,14099,6050.55,7123.40888
Jan-81,0.33,0.00,0.00,0.00,0.00,0.00,114.00,2.70,12225,4176.55,3054.1875
Feb-81,-1.27,0.00,0.00,0.00,0.00,0.00,141.30,-3.20,10195,2146.55,-1009.93505
Mar-81,-0.37,0.00,0.00,0.00,0.00,0.00,135.50,-16.60,3828,-4220.45,-3679.34958
Apr-81,0.52,0.00,0.00,0.00,0.00,0.00,156.40,-5.50,3780,-4268.45,-434.19618
May-81,-0.22,0.00,0.00,0.00,0.00,0.00,127.50,7.60,3309,-4739.45,-2819.023704
Jun-81,0.25,0.00,0.00,0.00,0.00,0.00,90.90,11.50,3515,-4533.45,-2647.6295
Jul-81,-0.24,0.00,0.00,0.00,0.00,0.00,143.80,9.40,2783,-5265.45,-1966.933044
Aug-81,0.16,0.00,0.00,0.00,0.00,0.00,158.70,5.90,2468,-5580.45,-3846.287144
Sep-81,-0.49,0.00,0.00,0.00,0.00,0.00,167.30,7.50,5478,-2570.45,-1181.849732
Oct-81,1.06,0.00,0.00,0.00,0.00,0.00,162.40,-5.00,6614,-1434.45,-2797.980617
Nov-81,2.29,0.00,0.00,0.00,0.00,0.00,137.50,2.60,6843,-1205.45,667.404084
Dec-81,0.18,1.00,0.00,0.00,0.00,0.00,150.10,4.70,9648,1599.55,3786.89024
Jan-82,0.56,1.00,0.00,0.00,0.00,0.00,111.20,9.40,3905,-4143.45,-3580.425
Feb-82,-0.33,1.00,0.00,0.00,0.00,0.00,163.60,0.60,5566,-2482.45,-124.5505972
Mar-82,1.53,1.00,0.00,0.00,0.00,0.00,153.80,2.40,4014,-4034.45,-1309.570812
Apr-82,0.54,1.00,0.00,0.00,0.00,0.00,122.00,-3.80,2110,-5938.45,-2224.270422
May-82,-0.29,1.00,0.00,0.00,0.00,0.00,82.20,-8.20,2108,-5940.45,-2783.111436
Jun-82,0.66,1.00,0.00,0.00,0.00,0.00,110.40,-20.10,10325,2276.55,4879.27475
Jul-82,1.48,1.00,0.00,0.00,0.00,0.00,106.10,-19.30,20730,12681.55,12473.4429
Aug-82,-0.39,1.00,0.00,0.00,0.00,0.00,107.60,-23.60,9298,1249.55,-3413.110288
Sep-82,-1.02,1.00,0.00,0.00,0.00,0.00,118.80,-21.40,5520,-2528.45,-5104.598278
Oct-82,0.18,1.00,0.00,0.00,0.00,0.00,94.70,-20.20,17372,9323.55,7939.41406
Nov-82,0.37,1.00,0.00,0.00,0.00,0.00,98.10,-31.10,29287,21238.55,18505.90725
Dec-82,0.81,1.00,0.00,0.00,0.00,0.00,127.00,-21.30,14482,6433.55,-233.533692
Jan-83,1.63,1.00,0.00,0.00,0.00,0.00,84.30,-30.60,9228,1179.55,-87.87375
Feb-83,1.88,1.00,0.00,0.00,0.00,0.00,51.00,-33.30,9922,1873.55,703.459874
Mar-83,0.44,1.00,0.00,0.00,0.00,0.00,66.50,-28.00,16024,7975.55,8645.49594
Apr-83,0.74,1.00,0.00,0.00,0.00,0.00,80.70,-17.00,10244,2195.55,-1842.44841
May-83,1.76,1.00,0.00,0.00,0.00,0.00,99.20,6.00,29051,21002.55,18135.39756
Jun-83,3.28,1.00,0.00,0.00,0.00,0.00,91.10,-3.10,24572,16523.55,3044.019875
Jul-83,-0.38,1.00,0.00,0.00,0.00,0.00,82.20,-7.60,61986,53937.55,34958.35224
Aug-83,-0.48,1.00,0.00,0.00,0.00,0.00,71.80,0.10,25332,17283.55,-2083.980094
Sep-83,1.64,1.00,0.00,0.00,0.00,0.00,50.30,9.90,14679,6630.55,-5253.233526
Oct-83,0.59,1.00,0.00,0.00,0.00,0.00,55.80,4.20,13512,5463.55,-353.5830509
Nov-83,0.62,1.00,0.00,0.00,0.00,0.00,33.40,-0.70,10299,2250.55,1170.443595
Dec-83,0.42,0.00,0.00,0.00,0.00,1.00,33.40,0.10,6656,-1392.45,-568.448104
Jan-84,-1.21,0.00,0.00,0.00,0.00,1.00,57.00,1.30,5950,-2098.45,-402.45
Feb-84,-1.00,0.00,0.00,0.00,0.00,1.00,85.40,5.80,5403,-2645.45,-1642.93025
Mar-84,-0.61,0.00,0.00,0.00,0.00,1.00,83.50,-5.80,5179,-2869.45,-67.6695816
Apr-84,0.90,0.00,0.00,0.00,0.00,1.00,69.70,2.00,5856,-2192.45,769.733118
May-84,0.57,0.00,0.00,0.00,0.00,1.00,76.40,-0.30,10159,2110.55,2493.371496
Jun-84,-0.70,0.00,0.00,0.00,0.00,1.00,46.10,-8.70,17080,9031.55,6828.7225
Jul-84,-0.11,0.00,0.00,0.00,0.00,1.00,37.40,2.20,12627,4578.55,-2696.02389
Aug-84,0.84,0.00,0.00,0.00,0.00,1.00,25.50,2.70,25067,17018.55,15243.80739
Sep-84,0.31,0.00,0.00,0.00,0.00,1.00,15.70,2.00,11196,3147.55,-8582.68802
Oct-84,-0.32,0.00,0.00,0.00,0.00,1.00,12.00,-5.00,10669,2620.55,-1510.673709
Nov-84,-0.61,0.00,0.00,0.00,0.00,1.00,22.80,3.90,11527,3478.55,3615.502596
Dec-84,0.73,0.00,0.00,0.00,0.00,1.00,18.70,-1.40,7802,-246.45,93.070516
Jan-85,0.91,0.00,0.00,0.00,0.00,1.00,16.50,-3.50,3148,-4900.45,-3638.4
Feb-85,0.03,0.00,0.00,0.00,0.00,1.00,15.90,6.70,7910,-138.45,2721.176032
Mar-85,0.67,0.00,0.00,0.00,0.00,1.00,17.20,-2.00,5339,-2709.45,-1090.40274
Apr-85,0.19,0.00,0.00,0.00,0.00,1.00,16.20,14.40,9383,1334.55,4193.51526
May-85,0.12,0.00,0.00,0.00,0.00,1.00,27.50,2.80,6422,-1626.45,-3856.012776
Jun-85,-0.47,0.00,0.00,0.00,0.00,1.00,24.20,-9.60,3810,-4238.45,-4210.740875
Jul-85,-0.09,0.00,0.00,0.00,0.00,1.00,30.70,-2.30,4379,-3669.45,-1751.500368
Aug-85,0.12,0.00,0.00,0.00,0.00,1.00,11.10,8.50,5482,-2566.45,-1401.167838
Sep-85,-0.17,0.00,0.00,0.00,0.00,1.00,3.90,0.20,6021,-2027.45,-2388.451223
Oct-85,-0.68,0.00,0.00,0.00,0.00,1.00,18.60,-5.60,3510,-4538.45,-6164.870414
Nov-85,-0.12,0.00,0.00,0.00,0.00,1.00,16.20,-1.40,3849,-4199.45,-997.790862
Dec-85,-0.54,0.00,1.00,0.00,0.00,,17.30,2.10,1251,-6797.45,-3428.816552
Jan-86,0.37,0.00,1.00,0.00,0.00,0.00,2.50,8.00,1953,-6095.45,-2352.7875
Feb-86,-0.46,0.00,1.00,0.00,0.00,0.00,23.20,-10.70,4325,-3723.45,-71.7878098
Mar-86,-0.17,0.00,1.00,0.00,0.00,0.00,15.10,0.80,4086,-3962.45,-652.098582
Apr-86,-0.35,0.00,1.00,0.00,0.00,0.00,18.50,1.20,6997,-1051.45,2616.240924
May-86,0.80,0.00,1.00,0.00,0.00,0.00,13.70,-6.60,6243,-1805.45,-2267.773368
Jun-86,-0.45,0.00,1.00,0.00,0.00,0.00,1.10,10.70,7069,-979.45,-844.935875
Jul-86,0.08,0.00,1.00,0.00,0.00,0.00,18.10,2.20,3959,-4089.45,-4003.3404
Aug-86,1.44,0.00,1.00,0.00,0.00,0.00,7.40,-7.60,5488,-2560.45,-1245.442898
Sep-86,-0.97,0.00,1.00,0.00,0.00,0.00,3.80,-5.20,7651,-397.45,-761.942687
Oct-86,-0.72,0.00,1.00,0.00,0.00,0.00,35.40,6.10,7748,-300.45,-2715.775239
Nov-86,-0.81,0.00,1.00,0.00,0.00,0.00,15.20,-13.90,9571,1522.55,2909.921175
Dec-86,0.98,0.00,1.00,0.00,0.00,0.00,6.80,-13.60,8838,789.55,1900.718904
Jan-87,-0.20,0.00,1.00,0.00,0.00,0.00,10.40,-6.30,8921,872.55,1742.325
Feb-87,0.11,0.00,1.00,0.00,0.00,0.00,2.40,-12.60,8557,508.55,-458.086318
Mar-87,-0.53,0.00,1.00,0.00,0.00,0.00,14.70,-16.60,3029,-5019.45,-3705.5781
Apr-87,0.30,0.00,1.00,0.00,0.00,0.00,39.60,-24.40,7827,-221.45,4128.64452
May-87,1.38,0.00,1.00,0.00,0.00,0.00,33.00,-21.60,25467,17418.55,16341.57084
Jun-87,-0.01,0.00,1.00,0.00,0.00,0.00,17.40,-20.10,14892,6843.55,-4496.708625
Jul-87,-0.23,0.00,1.00,0.00,0.00,0.00,33.00,-18.60,11884,3835.55,-8104.81716
Aug-87,-0.29,0.00,1.00,0.00,0.00,0.00,38.70,-14.00,9273,1224.55,-285.1490075
Sep-87,0.06,0.00,1.00,0.00,0.00,0.00,33.90,-11.20,6307,-1741.45,-4303.065246
Oct-87,-0.27,0.00,1.00,0.00,0.00,0.00,60.60,-5.60,11691,3642.55,1877.733379
Nov-87,0.30,0.00,1.00,0.00,0.00,0.00,39.90,-1.40,5446,-2602.45,-2902.979841
Dec-87,0.51,0.00,1.00,0.00,0.00,0.00,27.10,-4.50,3344,-4704.45,-1965.881456
Jan-88,-1.00,0.00,1.00,0.00,0.00,0.00,59.00,-1.10,3736,-4312.45,-1362.3
Feb-88,0.23,0.00,1.00,0.00,0.00,0.00,40.00,-5.00,4844,-3204.45,-734.53818
Mar-88,0.58,0.00,1.00,0.00,0.00,0.00,76.20,2.40,3818,-4230.45,-1164.962106
Apr-88,-0.07,0.00,1.00,0.00,0.00,0.00,88.00,-1.30,4522,-3526.45,314.2410282
May-88,0.59,0.00,1.00,0.00,0.00,0.00,60.10,10.00,17047,8998.55,10369.29516
Jun-88,0.19,0.00,1.00,0.00,0.00,0.00,101.80,-3.90,12910,4861.55,-1452.803
Jul-88,-0.58,0.00,1.00,0.00,0.00,0.00,113.80,11.30,5198,-2850.45,-10365.84774
Aug-88,-0.02,0.00,1.00,0.00,0.00,0.00,111.60,14.90,2268,-5780.45,-4907.059283
Sep-88,-0.39,0.00,1.00,0.00,0.00,0.00,120.10,20.10,7423,-625.45,879.279741
Oct-88,0.03,0.00,1.00,0.00,0.00,0.00,125.10,14.60,5653,-2395.45,-4700.428903
Nov-88,-0.09,0.00,1.00,0.00,0.00,0.00,125.10,21.00,3645,-4403.45,-2119.17891
Dec-88,-0.67,0.00,0.00,0.00,1.00,0.00,179.20,10.80,2545,-5503.45,-2054.335192
Jan-89,0.61,0.00,0.00,0.00,1.00,0.00,161.30,13.20,8909,860.55,4113.375
Feb-89,0.04,0.00,0.00,0.00,1.00,0.00,165.10,9.10,13221,5172.55,4213.857838
Mar-89,-0.13,0.00,0.00,0.00,1.00,0.00,131.40,6.70,6854,-1194.45,-2080.977174
Apr-89,-0.48,0.00,0.00,0.00,1.00,0.00,130.60,21.00,6926,-1122.45,758.54988
May-89,0.12,0.00,0.00,0.00,1.00,0.00,138.50,14.70,11254,3205.55,2795.85642
Jun-89,0.00,0.00,0.00,0.00,1.00,0.00,196.20,7.40,3223,-4825.45,-7682.17
Jul-89,0.34,0.00,0.00,0.00,1.00,0.00,126.90,9.40,7567,-481.45,-96.7422006
Aug-89,1.90,0.00,0.00,0.00,1.00,0.00,168.90,-6.30,9773,1724.55,1753.569811
Sep-89,-0.08,0.00,0.00,0.00,1.00,0.00,176.70,5.70,26235,18186.55,15334.86812
Oct-89,-0.84,0.00,0.00,0.00,1.00,0.00,159.40,7.30,10756,2707.55,-8702.84488
Nov-89,0.10,0.00,0.00,0.00,1.00,0.00,173.00,-2.00,4744,-3304.45,-3204.720666
Dec-89,2.03,1.00,0.00,0.00,0.00,0.00,165.50,-5.00,2859,-5189.45,-2173.919216
Jan-90,0.40,1.00,0.00,0.00,0.00,0.00,177.30,-1.10,15379,7330.55,10464.375
Feb-90,-1.95,1.00,0.00,0.00,0.00,0.00,130.50,-17.30,9485,1436.55,-3810.367356
Mar-90,-0.14,1.00,0.00,0.00,0.00,0.00,140.30,-8.50,5964,-2084.45,-1208.43108
Apr-90,0.13,1.00,0.00,0.00,0.00,0.00,140.30,-0.50,11141,3092.55,5547.8412
May-90,0.46,1.00,0.00,0.00,0.00,0.00,132.20,13.10,11635,3586.55,54.92075652
Jun-90,-0.25,1.00,0.00,0.00,0.00,0.00,105.40,1.00,27550,19501.55,16417.725
Jul-90,0.99,1.00,0.00,0.00,0.00,0.00,149.40,5.50,13178,5129.55,-8826.04152
Aug-90,0.58,1.00,0.00,0.00,0.00,0.00,200.30,-5.00,13260,5211.55,3240.624114
Sep-90,0.53,1.00,0.00,0.00,0.00,0.00,125.20,-7.60,18101,10052.55,5176.422022
Oct-90,-0.01,1.00,0.00,0.00,0.00,0.00,145.50,1.80,21166,13117.55,5644.058708
Nov-90,-0.93,1.00,0.00,0.00,0.00,0.00,131.40,-5.30,15324,7275.55,2918.882748
Dec-90,-1.23,1.00,0.00,0.00,0.00,0.00,129.70,-2.40,6592,-1456.45,-2614.906504
Jan-91,0.35,1.00,0.00,0.00,0.00,0.00,136.90,5.10,3140,-4908.45,-3188.2125
Feb-91,0.67,1.00,0.00,0.00,0.00,0.00,167.50,0.60,3229,-4819.45,-1954.504554
Mar-91,0.62,1.00,0.00,0.00,0.00,0.00,141.90,-10.60,2352,-5696.45,-1869.069924
Apr-91,1.96,1.00,0.00,0.00,0.00,0.00,140.00,-12.90,2694,-5354.45,-567.479682
May-91,-0.70,1.00,0.00,0.00,0.00,0.00,121.30,-19.30,2169,-5879.45,-3154.68132
Jun-91,-0.60,1.00,0.00,0.00,0.00,0.00,169.70,-5.50,9232,1183.55,3749.856375
Jul-91,-0.37,1.00,0.00,0.00,0.00,0.00,173.70,-1.70,6795,-1253.45,-847.78911
Aug-91,-0.05,1.00,0.00,0.00,0.00,0.00,176.30,-7.60,6798,-1250.45,-946.296477
Sep-91,-0.49,1.00,0.00,0.00,0.00,0.00,125.30,-16.60,2521,-5527.45,-6652.4249
Oct-91,0.55,1.00,0.00,0.00,0.00,0.00,144.10,-12.90,7461,-587.45,-519.7058638
Nov-91,-1.13,1.00,0.00,0.00,0.00,0.00,108.20,-7.30,6905,-1143.45,366.8236014
Dec-91,-0.11,1.00,0.00,0.00,0.00,0.00,144.40,-16.70,8273,224.55,2387.497112
Jan-92,0.58,1.00,0.00,0.00,0.00,0.00,150.00,-25.40,5227,-2821.45,-1737.75
Feb-92,1.43,1.00,0.00,0.00,0.00,0.00,161.10,-9.30,6376,-1672.45,-190.7513452
Mar-92,-0.97,1.00,0.00,0.00,0.00,0.00,106.70,-24.20,7265,-783.45,1559.3175
Apr-92,0.50,1.00,0.00,0.00,0.00,0.00,99.80,-18.70,6460,-1588.45,27.27874314
May-92,2.10,1.00,0.00,0.00,0.00,0.00,73.80,0.50,21930,13881.55,13816.992
Jun-92,-1.15,1.00,0.00,0.00,0.00,0.00,65.20,-12.80,26156,18107.55,8878.3675
Jul-92,-0.16,1.00,0.00,0.00,0.00,0.00,85.70,-6.90,18851,10802.55,-6336.493416
Aug-92,0.38,1.00,0.00,0.00,0.00,0.00,64.50,1.40,15375,7326.55,3333.583582
Sep-92,0.81,1.00,0.00,0.00,0.00,0.00,63.90,0.80,11280,3231.55,-2872.263943
Oct-92,0.80,1.00,0.00,0.00,0.00,0.00,88.70,-17.20,6876,-1172.45,-5344.348825
Nov-92,1.27,1.00,0.00,0.00,0.00,0.00,91.80,-7.30,7570,-478.45,1282.230153
Dec-92,-0.57,1.00,0.00,0.00,0.00,0.00,82.60,-5.50,4664,-3384.45,-1483.814248
Jan-93,-1.24,1.00,0.00,0.00,0.00,0.00,59.30,-8.20,5131,-2917.45,-467.1375
Feb-93,0.85,1.00,0.00,0.00,0.00,0.00,91.00,-7.90,8404,355.55,1900.875794
Mar-93,-0.28,1.00,0.00,0.00,0.00,0.00,69.80,-8.50,7721,-327.45,1058.544684
Apr-93,0.37,1.00,0.00,0.00,0.00,0.00,62.20,-21.10,5317,-2731.45,-1410.04314
May-93,-0.09,1.00,0.00,0.00,0.00,0.00,61.30,-8.20,11513,3464.55,4246.581024
Jun-93,0.46,1.00,0.00,0.00,0.00,0.00,49.80,-16.00,10240,2191.55,-819.572375
Jul-93,-0.25,1.00,0.00,0.00,0.00,0.00,57.90,-10.80,16901,8852.55,5042.884842
Aug-93,0.44,1.00,0.00,0.00,0.00,0.00,42.20,-14.00,5504,-2544.45,-5842.359915
Sep-93,0.34,1.00,0.00,0.00,0.00,0.00,22.40,-7.60,10838,2789.55,2415.759209
Oct-93,0.68,1.00,0.00,0.00,0.00,0.00,56.40,-13.50,20342,12293.55,8335.78521
Nov-93,-1.67,1.00,0.00,0.00,0.00,0.00,35.60,0.60,5713,-2335.45,-6339.40638
Dec-93,0.01,0.00,1.00,0.00,0.00,0.00,48.90,1.60,9663,1614.55,4247.81448
Jan-94,0.87,0.00,1.00,0.00,0.00,0.00,57.80,-1.60,3909,-4139.45,-3582.1125
Feb-94,-0.75,0.00,1.00,0.00,0.00,0.00,35.50,0.60,11981,3932.55,6287.75232
Mar-94,0.67,0.00,1.00,0.00,0.00,0.00,31.70,-10.60,6805,-1243.45,-1544.987772
Apr-94,0.04,0.00,1.00,0.00,0.00,0.00,16.10,-22.80,6096,-1952.45,-39.8019798
May-94,0.12,0.00,1.00,0.00,0.00,0.00,17.80,-13.00,10404,2355.55,2560.61022
Jun-94,0.18,0.00,1.00,0.00,0.00,0.00,28.00,-10.40,14113,6064.55,3715.41
Jul-94,0.28,0.00,1.00,0.00,0.00,0.00,35.10,-18.00,17086,9037.55,3398.867154
Aug-94,-0.18,0.00,1.00,0.00,0.00,0.00,22.50,-17.20,6421,-1627.45,-4991.281512
Sep-94,-0.66,0.00,1.00,0.00,0.00,0.00,25.70,-17.20,3990,-4058.45,-4964.504569
Oct-94,-0.78,0.00,1.00,0.00,0.00,0.00,44.00,-14.10,9562,1513.55,870.284488
Nov-94,0.08,0.00,1.00,0.00,0.00,0.00,18.00,-7.30,11465,3416.55,4027.372347
Dec-94,-0.15,0.00,1.00,0.00,0.00,0.00,26.20,-11.60,6447,-1601.45,-1237.447792
Jan-95,0.07,0.00,1.00,0.00,0.00,0.00,24.20,-4.00,22596,14547.55,16322.625
Feb-95,1.58,0.00,1.00,0.00,0.00,0.00,29.90,-2.70,11854,3805.55,-6224.89238
Mar-95,-1.10,0.00,1.00,0.00,0.00,0.00,31.10,3.50,6619,-1429.45,-1671.076584
Apr-95,0.36,0.00,1.00,0.00,0.00,0.00,14.00,-16.20,3850,-4198.45,-2165.727564
May-95,0.18,0.00,1.00,0.00,0.00,0.00,14.50,-9.00,2253,-5795.45,-3926.884416
Jun-95,-0.57,0.00,1.00,0.00,0.00,0.00,15.60,-1.50,4654,-3394.45,-878.296875
Jul-95,0.37,0.00,1.00,0.00,0.00,0.00,14.50,4.20,11062,3013.55,6057.427878
Aug-95,-0.60,0.00,1.00,0.00,0.00,0.00,14.30,0.80,5239,-2809.45,-4026.143506
Sep-95,-0.19,0.00,1.00,0.00,0.00,0.00,11.80,3.20,6670,-1378.45,-1598.390039
Oct-95,0.67,0.00,1.00,0.00,0.00,0.00,21.10,-1.30,13205,5156.55,3216.068909
Nov-95,-0.76,0.00,1.00,0.00,0.00,0.00,9.00,1.30,5159,-2889.45,-3838.091493
Dec-95,-0.50,0.00,0.00,0.00,0.00,1.00,10.00,-5.50,3813,-4235.45,-1383.639544
Jan-96,0.36,0.00,0.00,0.00,0.00,1.00,11.50,8.40,11206,3157.55,5930.25
Feb-96,-1.02,0.00,0.00,0.00,0.00,1.00,4.40,1.10,15313,7264.55,4783.50956
