Período,Resíduo PARp,El Nino Forte,El Nino Médio,El Nino Fraco,La Nina Forte,La Nina Medio/Fraco,Manchas Solares,SOI,ENA,delta_ena,residuo_desp
Nov-52,0.12,0.00,0.00,0.00,0.00,0.00,22.10,-0.70,8945,896.55,-581.621628
Dec-52,-0.92,0.00,0.00,1.00,0.00,0.00,34.30,-12.60,3856,-4192.45,-2834.288352
Jan-53,-1.28,0.00,0.00,1.00,0.00,0.00,26.50,2.20,4523,-3525.45,-769.2
Feb-53,-0.79,0.00,0.00,1.00,0.00,0.00,3.90,-6.00,5947,-2101.45,-153.149672
Mar-53,-0.30,0.00,0.00,1.00,0.00,0.00,10.00,-5.80,3586,-4462.45,-1917.336798
Apr-53,0.80,0.00,0.00,1.00,0.00,0.00,27.80,-0.50,3391,-4657.45,-667.01448
May-53,-0.73,0.00,0.00,1.00,0.00,0.00,12.50,-31.90,2826,-5222.45,-3013.950492
Jun-53,0.01,0.00,0.00,1.00,0.00,0.00,21.80,-2.30,4704,-3344.45,-1170.319875
Jul-53,-0.49,0.00,0.00,1.00,0.00,0.00,8.60,-1.00,3712,-4336.45,-1544.167836
Aug-53,-0.37,0.00,0.00,1.00,0.00,0.00,23.50,-17.20,3054,-4994.45,-3591.421288
Sep-53,0.37,0.00,0.00,1.00,0.00,0.00,19.30,-13.00,11554,3505.55,4553.949574
Oct-53,0.50,0.00,0.00,1.00,0.00,0.00,8.20,-0.10,15409,7360.55,3056.054875
Nov-53,-0.37,0.00,0.00,1.00,0.00,0.00,1.60,-2.00,13225,5176.55,3284.390604
Dec-53,-0.24,0.00,0.00,0.00,1.00,0.00,2.50,-4.00,5629,-2419.45,-2749.791856
Jan-54,-1.32,0.00,0.00,0.00,1.00,0.00,0.20,6.00,8931,882.55,2967.45
Feb-54,0.12,0.00,0.00,0.00,1.00,0.00,0.50,-3.60,5879,-2169.45,-3142.733252
Mar-54,-1.19,0.00,0.00,0.00,1.00,0.00,10.90,-0.90,7018,-1030.45,1546.778988
Apr-54,-0.30,0.00,0.00,0.00,1.00,0.00,1.80,6.90,5829,-2219.45,-444.304872
May-54,1.35,0.00,0.00,0.00,1.00,0.00,0.80,4.40,16141,8092.55,8495.06784
Jun-54,-0.33,0.00,0.00,0.00,1.00,0.00,0.20,-1.50,17860,9811.55,4037.994875
Jul-54,-0.44,0.00,0.00,0.00,1.00,0.00,4.80,4.20,17833,9784.55,-267.2502318
Aug-54,-0.63,0.00,0.00,0.00,1.00,0.00,8.40,10.40,5775,-2273.45,-5903.580025
Sep-54,-0.08,0.00,0.00,0.00,1.00,0.00,1.50,4.50,17927,9878.55,9347.68571
Oct-54,-0.44,0.00,0.00,0.00,1.00,0.00,7.00,1.80,21844,13795.55,6406.290422
Nov-54,-0.61,0.00,0.00,0.00,1.00,0.00,9.20,3.90,5921,-2127.45,-6774.53478
Dec-54,-0.51,0.00,0.00,0.00,1.00,0.00,7.60,12.80,3903,-4145.45,-1594.277776
Jan-55,-0.32,0.00,0.00,0.00,1.00,0.00,23.10,-5.40,3151,-4897.45,-2158.9875
Feb-55,-1.11,0.00,0.00,0.00,1.00,0.00,20.80,15.20,3981,-4067.45,-1209.812076
Mar-55,-0.58,0.00,0.00,0.00,1.00,0.00,4.90,2.90,3954,-4094.45,-621.80784
Apr-55,0.34,0.00,0.00,0.00,1.00,0.00,11.30,-3.00,8577,528.55,4281.46884
May-55,-0.85,0.00,0.00,0.00,1.00,0.00,28.90,13.10,12375,4326.55,2694.01566
Jun-55,0.58,0.00,0.00,0.00,1.00,0.00,31.70,16.40,17807,9758.55,6232.90875
Jul-55,-0.08,0.00,0.00,0.00,1.00,0.00,26.70,19.20,21792,13743.55,5184.559476
Aug-55,-0.64,0.00,0.00,0.00,1.00,0.00,40.70,14.90,9662,1613.55,-3427.672353
Sep-55,0.17,0.00,0.00,0.00,1.00,0.00,42.70,14.10,8967,918.55,-1868.913672
Oct-55,-0.44,0.00,0.00,0.00,1.00,0.00,58.50,15.20,5469,-2579.45,-5631.80118
Nov-55,-0.19,0.00,0.00,0.00,1.00,0.00,89.20,15.10,3142,-4906.45,-2543.4291
Dec-55,0.27,0.00,0.00,0.00,1.00,0.00,76.90,9.30,3303,-4745.45,-1097.889128
Jan-56,-0.86,0.00,0.00,0.00,1.00,0.00,73.60,11.30,7009,-1039.45,1926.225
Feb-56,-1.29,0.00,0.00,0.00,1.00,0.00,124.00,12.40,7284,-764.45,-463.844816
Mar-56,0.10,0.00,0.00,0.00,1.00,0.00,118.40,9.40,2994,-5054.45,-3140.097606
Apr-56,-0.25,0.00,0.00,0.00,1.00,0.00,110.70,11.10,10453,2404.55,6777.20142
May-56,1.08,0.00,0.00,0.00,1.00,0.00,136.60,17.90,11118,3069.55,47.4988878
Jun-56,0.87,0.00,0.00,0.00,1.00,0.00,116.60,12.30,6446,-1602.45,-4377.8315
Jul-56,-0.21,0.00,0.00,0.00,1.00,0.00,129.10,12.60,5372,-2676.45,-4119.312654
Aug-56,1.49,0.00,0.00,0.00,1.00,0.00,169.60,11.00,9131,1082.55,1893.900568
Sep-56,-1.39,0.00,0.00,0.00,1.00,0.00,173.20,0.20,10341,2292.55,-186.666918
Oct-56,-0.99,0.00,0.00,0.00,1.00,0.00,155.30,18.30,6184,-1864.45,-5581.83843
Nov-56,0.00,0.00,0.00,0.00,1.00,0.00,201.30,1.90,2729,-5319.45,-3262.478781
Dec-56,0.72,1.00,0.00,0.00,0.00,0.00,192.10,10.30,2122,-5926.45,-2115.955072
Jan-57,-0.03,1.00,0.00,0.00,0.00,0.00,165.00,5.60,3984,-4064.45,-651.5625
Feb-57,0.09,1.00,0.00,0.00,0.00,0.00,130.30,-2.20,7272,-776.45,1529.07903
Mar-57,0.45,1.00,0.00,0.00,0.00,0.00,157.40,-0.90,4056,-3992.45,-2072.404926
Apr-57,1.10,1.00,0.00,0.00,0.00,0.00,175.20,1.20,4082,-3966.45,-279.38196
May-57,-0.65,1.00,0.00,0.00,0.00,0.00,164.60,-12.20,3846,-4202.45,-2505.699588
Jun-57,-0.45,1.00,0.00,0.00,0.00,0.00,200.70,-2.30,6029,-2019.45,-454.14375
Jul-57,0.92,1.00,0.00,0.00,0.00,0.00,187.20,0.90,17426,9377.55,11000.61864
Aug-57,0.73,1.00,0.00,0.00,0.00,0.00,158.00,-9.50,31672,23623.55,20138.44434
Sep-57,0.91,1.00,0.00,0.00,0.00,0.00,235.80,-10.60,30381,22332.55,6768.39032
Oct-57,-1.25,1.00,0.00,0.00,0.00,0.00,253.80,-1.30,12189,4140.55,-9277.08342
Nov-57,-0.02,1.00,0.00,0.00,0.00,0.00,210.90,-11.90,8943,894.55,380.8305918
Dec-57,-0.01,1.00,0.00,0.00,0.00,0.00,239.40,-3.50,5481,-2567.45,-1208.503408
Jan-58,-1.10,1.00,0.00,0.00,0.00,0.00,202.50,-16.80,4006,-4042.45,-1901.5125
Feb-58,0.51,1.00,0.00,0.00,0.00,0.00,164.90,-6.90,2949,-5099.45,-2808.47662
Mar-58,-0.41,1.00,0.00,0.00,0.00,0.00,190.70,-1.40,7768,-280.45,3679.02972
Apr-58,0.19,1.00,0.00,0.00,0.00,0.00,196.00,1.20,3398,-4650.45,-3359.388978
May-58,0.40,1.00,0.00,0.00,0.00,0.00,175.30,-8.20,2268,-5780.45,-3577.112028
Jun-58,0.19,1.00,0.00,0.00,0.00,0.00,171.50,0.20,6764,-1284.45,1222.760625
Jul-58,-0.02,1.00,0.00,0.00,0.00,0.00,191.40,2.20,3587,-4461.45,-2654.35488
Aug-58,-0.39,1.00,0.00,0.00,0.00,0.00,200.20,7.80,8617,568.55,2016.162477
Sep-58,0.65,1.00,0.00,0.00,0.00,0.00,201.20,-3.40,14545,6496.55,4315.65934
Oct-58,-0.20,1.00,0.00,0.00,0.00,0.00,181.50,-1.90,11007,2958.55,-2793.717129
Nov-58,-0.41,1.00,0.00,0.00,0.00,0.00,152.30,-4.70,10094,2045.55,2037.799539
Dec-58,-0.78,1.00,0.00,0.00,0.00,0.00,187.60,-6.50,9725,1676.55,2581.401872
Jan-59,1.01,1.00,0.00,0.00,0.00,0.00,217.40,-8.70,5124,-2924.45,-2390.5875
Feb-59,-0.76,1.00,0.00,0.00,0.00,0.00,143.10,-14.00,6867,-1181.45,368.5174972
Mar-59,0.13,1.00,0.00,0.00,0.00,0.00,185.70,8.40,4080,-3968.45,-1857.363048
Apr-59,0.01,1.00,0.00,0.00,0.00,0.00,163.30,3.60,6741,-1307.45,2364.120594
May-59,-0.51,1.00,0.00,0.00,0.00,0.00,172.00,2.80,6986,-1062.45,-1335.126408
Jun-59,-0.05,1.00,0.00,0.00,0.00,0.00,168.70,-6.30,6746,-1302.45,-1611.439125
Jul-59,-0.37,1.00,0.00,0.00,0.00,0.00,149.60,-5.00,4544,-3504.45,-3518.344278
Aug-59,0.17,1.00,0.00,0.00,0.00,0.00,199.60,-5.00,5854,-2194.45,-1087.934848
Sep-59,-0.38,1.00,0.00,0.00,0.00,0.00,145.20,0.20,9640,1591.55,1014.635078
Oct-59,-0.24,1.00,0.00,0.00,0.00,0.00,111.40,4.20,6374,-1674.45,-5052.566365
Nov-59,0.03,1.00,0.00,0.00,0.00,0.00,124.00,11.10,2799,-5249.45,-3273.8232
Dec-59,-0.90,0.00,0.00,0.00,0.00,0.00,125.00,8.20,2212,-5836.45,-2053.581432
Jan-60,0.35,0.00,0.00,0.00,0.00,0.00,146.30,0.30,2100,-5948.45,-2569.6875
Feb-60,0.25,0.00,0.00,0.00,0.00,0.00,106.00,-2.20,3898,-4150.45,-596.202354
Mar-60,0.57,0.00,0.00,0.00,0.00,0.00,102.20,5.60,3304,-4744.45,-1232.676468
Apr-60,-0.46,0.00,0.00,0.00,0.00,0.00,122.00,7.80,3521,-4527.45,-354.978261
May-60,0.08,0.00,0.00,0.00,0.00,0.00,119.60,5.20,3028,-5020.45,-2908.238592
Jun-60,-0.18,0.00,0.00,0.00,0.00,0.00,110.20,-2.30,5268,-2780.45,-726.8585
Jul-60,-0.03,0.00,0.00,0.00,0.00,0.00,121.70,4.80,3424,-4624.45,-2239.61193
Aug-60,0.15,0.00,0.00,0.00,0.00,0.00,134.10,6.60,11682,3633.55,5139.279642
Sep-60,-0.62,0.00,0.00,0.00,0.00,0.00,127.20,6.90,12388,4339.55,379.4874849
Oct-60,-0.39,0.00,0.00,0.00,0.00,0.00,82.80,-0.70,10664,2615.55,-2092.639821
Nov-60,0.42,0.00,0.00,0.00,0.00,0.00,89.60,7.20,10635,2586.55,2725.665018
Dec-60,0.15,0.00,0.00,0.00,0.00,0.00,85.60,6.70,4720,-3328.45,-2636.991672
Jan-61,1.04,0.00,0.00,0.00,0.00,0.00,57.90,-2.50,4435,-3613.45,-1184.3625
Feb-61,0.40,0.00,0.00,0.00,0.00,0.00,46.10,6.30,4237,-3811.45,-1804.827564
Mar-61,0.91,0.00,0.00,0.00,0.00,0.00,53.00,-20.90,14131,6082.55,9434.59056
Apr-61,-0.42,0.00,0.00,0.00,0.00,0.00,61.40,9.40,8321,272.55,-2543.569776
May-61,0.69,0.00,0.00,0.00,0.00,0.00,51.00,1.30,6031,-2017.45,-3460.441824
Jun-61,-0.82,0.00,0.00,0.00,0.00,0.00,77.40,-3.10,7574,-474.45,-213.3675875
Jul-61,-0.41,0.00,0.00,0.00,0.00,0.00,70.20,2.20,5565,-2483.45,-2609.648316
Aug-61,-0.12,0.00,0.00,0.00,0.00,0.00,55.80,0.10,3161,-4887.45,-4144.839195
Sep-61,-0.29,0.00,0.00,0.00,0.00,0.00,63.60,0.80,18430,10381.55,11367.72851
Oct-61,-0.77,0.00,0.00,0.00,0.00,0.00,37.70,-5.00,19025,10976.55,3343.840315
Nov-61,0.04,0.00,0.00,0.00,0.00,0.00,32.60,7.20,16592,8543.55,5103.382719
Dec-61,-0.94,0.00,0.00,0.00,0.00,0.00,39.90,13.80,7609,-439.45,-2098.128648
Jan-62,0.13,0.00,0.00,0.00,0.00,0.00,38.70,17.00,4213,-3835.45,-2500.3125
Feb-62,0.47,0.00,0.00,0.00,0.00,0.00,50.30,5.30,5055,-2993.45,-839.685716
Mar-62,0.30,0.00,0.00,0.00,0.00,0.00,45.60,-1.40,6076,-1972.45,993.517146
Apr-62,-0.75,0.00,0.00,0.00,0.00,0.00,46.40,1.20,3085,-4963.45,-2580.223734
May-62,-0.07,0.00,0.00,0.00,0.00,0.00,43.70,12.30,3935,-4113.45,-1678.28808
Jun-62,0.06,0.00,0.00,0.00,0.00,0.00,42.00,5.00,3628,-4420.45,-2908.290875
Jul-62,-0.24,0.00,0.00,0.00,0.00,0.00,21.80,-0.40,3994,-4054.45,-1064.857392
Aug-62,-0.04,0.00,0.00,0.00,0.00,0.00,21.80,4.60,2788,-5260.45,-3957.90983
Sep-62,0.23,0.00,0.00,0.00,0.00,0.00,51.30,5.10,8039,-9.45,1193.383927
Oct-62,0.91,0.00,0.00,0.00,0.00,0.00,39.50,10.30,10048,1999.55,-603.6033136
Nov-62,-0.54,0.00,0.00,0.00,0.00,0.00,26.90,5.20,5208,-2840.45,-2437.599657
Dec-62,1.15,0.00,0.00,1.00,0.00,0.00,23.20,0.60,2745,-5303.45,-2470.976032
Jan-63,0.06,0.00,0.00,1.00,0.00,0.00,19.80,9.40,4556,-3492.45,-315.48375
Feb-63,-0.42,0.00,0.00,1.00,0.00,0.00,24.40,3.00,10201,2152.55,4078.994694
Mar-63,-0.93,0.00,0.00,1.00,0.00,0.00,17.10,7.30,9446,1397.55,1935.79272
Apr-63,-0.63,0.00,0.00,1.00,0.00,0.00,29.30,6.10,5769,-2279.45,-2071.4859
May-63,-0.30,0.00,0.00,1.00,0.00,0.00,43.00,2.80,2820,-5228.45,-4781.215236
Jun-63,0.10,0.00,0.00,1.00,0.00,0.00,35.90,-9.60,2106,-5942.45,-3764.708875
Jul-63,-0.10,0.00,0.00,1.00,0.00,0.00,19.60,-1.00,1930,-6118.45,-1808.12349
Aug-63,-0.21,0.00,0.00,1.00,0.00,0.00,33.20,-2.40,5023,-3025.45,-987.24857
Sep-63,-0.10,0.00,0.00,1.00,0.00,0.00,38.80,-5.20,6578,-1470.45,-1564.972047
Oct-63,-0.27,0.00,0.00,1.00,0.00,0.00,35.30,-12.90,19233,11184.55,9288.40831
Nov-63,-0.04,0.00,0.00,1.00,0.00,0.00,23.40,-9.30,17450,9401.55,5872.16136
Dec-63,-1.71,0.00,0.00,0.00,0.00,1.00,14.90,-11.60,8557,508.55,-1488.638312
Jan-64,0.19,0.00,0.00,0.00,0.00,1.00,15.30,-4.00,3056,-4992.45,-4016.25
Feb-64,0.80,0.00,0.00,0.00,0.00,1.00,17.70,-0.30,4200,-3848.45,-927.865464
Mar-64,-1.28,0.00,0.00,0.00,0.00,1.00,16.50,8.40,3220,-4828.45,-1459.137348
Apr-64,-0.56,0.00,0.00,0.00,0.00,1.00,8.60,13.50,5450,-2598.45,1628.255574
May-64,-0.10,0.00,0.00,0.00,0.00,1.00,9.50,2.80,6126,-1922.45,-1238.943468
Jun-64,-0.11,0.00,0.00,0.00,0.00,1.00,9.10,7.40,5086,-2962.45,-2758.10925
Jul-64,0.09,0.00,0.00,0.00,0.00,1.00,3.10,6.80,5928,-2120.45,-832.056138
Aug-64,-0.22,0.00,0.00,0.00,0.00,1.00,9.30,14.30,9777,1728.55,2341.758363
Sep-64,-0.28,0.00,0.00,0.00,0.00,1.00,4.70,14.10,11507,3458.55,604.329471
Oct-64,0.31,0.00,0.00,0.00,0.00,1.00,6.10,12.80,6690,-1358.45,-5640.261539
Nov-64,0.04,0.00,0.00,0.00,0.00,1.00,7.40,2.60,3688,-4360.45,-2520.11865
Dec-64,0.00,0.00,0.00,0.00,0.00,1.00,15.10,-3.00,3489,-4559.45,-1127.323456
Jan-65,0.58,0.00,0.00,0.00,0.00,1.00,17.50,-4.00,2955,-5093.45,-2198.2125
Feb-65,0.86,0.00,0.00,0.00,0.00,1.00,14.30,1.60,3766,-4282.45,-1294.914764
Mar-65,1.25,0.00,0.00,0.00,0.00,1.00,11.70,2.90,3749,-4299.45,-725.378508
Apr-65,-0.48,0.00,0.00,0.00,0.00,1.00,6.80,-12.90,3088,-4960.45,-1075.222566
May-65,1.28,0.00,0.00,0.00,0.00,1.00,24.10,-0.30,12381,4332.55,6765.5616
Jun-65,-1.06,0.00,0.00,0.00,0.00,1.00,15.90,-12.80,5091,-2957.45,-6486.54375
Jul-65,0.46,0.00,0.00,0.00,0.00,1.00,11.90,-22.60,12723,4674.55,3531.974328
Aug-65,-0.08,0.00,0.00,0.00,0.00,1.00,8.90,-11.40,17508,9459.55,7650.73064
Sep-65,-0.85,0.00,0.00,0.00,0.00,1.00,16.80,-14.20,17881,9832.55,2490.513262
Oct-65,0.86,0.00,0.00,0.00,0.00,1.00,20.10,-11.10,16476,8427.55,1060.54264
Nov-65,0.07,0.00,0.00,0.00,0.00,1.00,15.80,-17.90,10084,2035.55,-313.3701495
Dec-65,0.46,0.00,1.00,0.00,0.00,0.00,17.00,1.60,13617,5568.55,6477.43656
Jan-66,0.42,0.00,1.00,0.00,0.00,0.00,28.20,-12.00,9249,1200.55,260.67375
Feb-66,0.51,0.00,1.00,0.00,0.00,0.00,24.40,-4.10,18539,10490.55,9306.34818
Mar-66,0.47,0.00,1.00,0.00,0.00,0.00,25.30,-13.90,11561,3512.55,117.1711152
Apr-66,-0.47,0.00,1.00,0.00,0.00,0.00,48.70,-7.10,4663,-3385.45,-4542.54372
May-66,0.20,0.00,1.00,0.00,0.00,0.00,45.30,-9.00,3119,-4929.45,-3663.051336
Jun-66,-0.46,0.00,1.00,0.00,0.00,0.00,47.70,1.00,7392,-656.45,1342.78025
Jul-66,-0.15,0.00,1.00,0.00,0.00,0.00,56.70,-1.00,8488,439.55,1549.9314
Aug-66,-0.07,0.00,1.00,0.00,0.00,0.00,51.20,4.00,7838,-210.45,-509.7138809
Sep-66,0.00,0.00,1.00,0.00,0.00,0.00,50.20,-2.20,15013,6964.55,5235.90106
Oct-66,0.28,0.00,1.00,0.00,0.00,0.00,57.20,-2.50,14142,6093.55,114.7544442
Nov-66,0.91,0.00,1.00,0.00,0.00,0.00,57.20,-0.10,9943,1894.55,544.791117
Dec-66,-0.65,0.00,0.00,0.00,0.00,0.00,70.40,-4.00,10337,2288.55,3252.964344
Jan-67,0.65,0.00,0.00,0.00,0.00,0.00,110.90,14.60,6866,-1182.45,-880.3125
Feb-67,0.33,0.00,0.00,0.00,0.00,0.00,93.60,12.90,8273,224.55,619.939674
Mar-67,-0.04,0.00,0.00,0.00,0.00,0.00,111.80,7.80,9747,1698.55,3146.366862
Apr-67,-0.36,0.00,0.00,0.00,0.00,0.00,69.50,-3.00,4476,-3572.45,-3558.776958
May-67,-0.25,0.00,0.00,0.00,0.00,0.00,86.50,-3.50,2433,-5615.45,-4210.549644
Jun-67,0.29,0.00,0.00,0.00,0.00,0.00,67.30,6.60,4584,-3464.45,-1055.727125
Jul-67,-0.07,0.00,0.00,0.00,0.00,0.00,91.50,1.60,5471,-2577.45,437.4311418
Aug-67,-0.22,0.00,0.00,0.00,0.00,0.00,107.20,5.90,8329,280.55,1056.611549
Sep-67,-0.13,0.00,0.00,0.00,0.00,0.00,76.80,5.10,15175,7126.55,5112.828082
Oct-67,-0.70,0.00,0.00,0.00,0.00,0.00,88.20,-0.10,6785,-1263.45,-7320.54213
Nov-67,0.55,0.00,0.00,0.00,0.00,0.00,94.30,-4.00,5059,-2989.45,-1189.765368
Dec-67,0.05,0.00,1.00,0.00,0.00,0.00,126.40,-5.50,6761,-1287.45,1603.775152
Jan-68,-0.18,0.00,1.00,0.00,0.00,0.00,121.80,4.10,3762,-4286.45,-2630.2125
Feb-68,-0.61,0.00,1.00,0.00,0.00,0.00,111.90,9.60,2942,-5106.45,-2653.788418
Mar-68,0.28,0.00,1.00,0.00,0.00,0.00,92.20,-3.00,2117,-5931.45,-1968.674328
Apr-68,-0.71,0.00,1.00,0.00,0.00,0.00,81.20,-3.00,2620,-5428.45,-489.793986
May-68,-0.18,0.00,1.00,0.00,0.00,0.00,127.20,14.70,2172,-5876.45,-3096.852444
Jun-68,-0.05,0.00,1.00,0.00,0.00,0.00,110.30,12.30,1835,-6213.45,-3648.9165
Jul-68,-0.14,0.00,1.00,0.00,0.00,0.00,96.10,7.40,3359,-4689.45,30.55389894
Aug-68,0.20,0.00,1.00,0.00,0.00,0.00,109.30,0.10,1664,-6384.45,-4855.586841
Sep-68,-0.14,0.00,1.00,0.00,0.00,0.00,117.20,-2.80,3414,-4634.45,-2779.117525
Oct-68,0.03,0.00,1.00,0.00,0.00,0.00,107.70,-1.90,3396,-4652.45,-5016.992887
Nov-68,-0.41,0.00,1.00,0.00,0.00,0.00,86.00,-3.40,7173,-875.45,2374.972248
Dec-68,0.32,0.00,1.00,0.00,0.00,0.00,109.80,2.10,4618,-3430.45,-1373.199968
Jan-69,-1.43,0.00,1.00,0.00,0.00,0.00,104.40,-13.50,8279,230.55,2698.275
Feb-69,-0.34,0.00,1.00,0.00,0.00,0.00,120.50,-6.90,8856,807.55,266.4250422
Mar-69,-0.65,0.00,1.00,0.00,0.00,0.00,135.80,1.80,6577,-1471.45,-298.6884666
Apr-69,-0.50,0.00,1.00,0.00,0.00,0.00,106.80,-8.80,11234,3185.55,5245.3764
May-69,-0.34,0.00,1.00,0.00,0.00,0.00,120.00,-6.60,6215,-1833.45,-5433.948996
Jun-69,0.53,0.00,1.00,0.00,0.00,0.00,106.00,-0.60,13113,5064.55,5215.798125
Jul-69,-0.21,0.00,1.00,0.00,0.00,0.00,96.80,-6.90,8983,934.55,-2494.610694
Aug-69,-0.47,0.00,1.00,0.00,0.00,0.00,98.00,-4.40,4148,-3900.45,-4376.167999
Sep-69,-0.11,0.00,1.00,0.00,0.00,0.00,91.30,-10.60,6060,-1988.45,-1575.072261
Oct-69,0.76,0.00,1.00,0.00,0.00,0.00,95.70,-11.70,7075,-973.45,-2618.71427
Nov-69,1.77,0.00,1.00,0.00,0.00,0.00,93.50,-0.10,10349,2300.55,3976.037556
Dec-69,-1.27,0.00,1.00,0.00,0.00,0.00,97.90,3.70,4424,-3624.45,-2820.155352
Jan-70,0.10,0.00,1.00,0.00,0.00,0.00,111.50,-10.10,4587,-3461.45,-920.25
Feb-70,-0.08,0.00,1.00,0.00,0.00,0.00,127.80,-10.70,4005,-4043.45,-2137.589624
Mar-70,0.29,0.00,1.00,0.00,0.00,0.00,102.90,1.80,3865,-4183.45,-722.147922
Apr-70,-0.85,0.00,1.00,0.00,0.00,0.00,109.50,-4.60,2864,-5184.45,-1374.105546
May-70,-0.17,0.00,1.00,0.00,0.00,0.00,127.50,2.10,6284,-1764.45,834.439116
Jun-70,0.01,0.00,1.00,0.00,0.00,0.00,106.80,9.90,12087,4038.55,4148.646
Jul-70,0.37,0.00,1.00,0.00,0.00,0.00,112.50,-5.60,14950,6901.55,4044.152664
Aug-70,-0.61,0.00,1.00,0.00,0.00,0.00,93.00,4.00,6033,-2015.45,-4617.957715
Sep-70,0.96,0.00,1.00,0.00,0.00,0.00,99.50,12.90,6160,-1888.45,-2569.257523
Oct-70,0.15,0.00,1.00,0.00,0.00,0.00,86.60,10.30,8777,728.55,-965.080479
Nov-70,-0.44,0.00,1.00,0.00,0.00,0.00,95.20,19.70,3506,-4542.45,-3595.50741
Dec-70,-1.25,0.00,,0.00,0.00,1.00,83.50,17.40,9497,1448.55,4952.58008
Jan-71,-0.71,0.00,,0.00,0.00,1.00,91.30,2.70,19209,11160.55,11781
Feb-71,-1.30,0.00,,0.00,0.00,1.00,79.00,15.70,10155,2106.55,-5678.93402
Mar-71,-0.56,0.00,,0.00,0.00,1.00,60.70,19.20,10437,2388.55,2948.501466
Apr-71,-0.11,0.00,,0.00,0.00,1.00,71.80,22.60,11054,3005.55,2573.816256
May-71,-0.09,0.00,,0.00,0.00,1.00,57.50,9.20,13359,5310.55,1843.377312
Jun-71,0.59,0.00,,0.00,0.00,1.00,49.80,2.60,16249,8200.55,4087.579375
Jul-71,0.45,0.00,,0.00,0.00,1.00,81.00,1.60,14275,6226.55,-1805.39748
Aug-71,-0.60,0.00,,0.00,0.00,1.00,61.40,14.90,10809,2760.55,398.6320716
Sep-71,0.04,0.00,,0.00,0.00,1.00,50.20,15.90,6022,-2026.45,-5479.67783
Oct-71,0.25,0.00,,0.00,0.00,1.00,51.70,17.70,6406,-1642.45,-3269.295892
Nov-71,-0.04,0.00,,0.00,0.00,1.00,63.20,7.20,2488,-5560.45,-3598.511868
Dec-71,0.61,1.00,,0.00,0.00,0.00,82.20,2.10,2136,-5912.45,-2006.886
Jan-72,-1.19,1.00,,0.00,0.00,0.00,61.50,3.70,4059,-3989.45,-581.8875
Feb-72,0.51,1.00,,0.00,0.00,0.00,88.40,8.20,10461,2412.55,4668.3396
Mar-72,-0.12,1.00,,0.00,0.00,0.00,80.10,2.40,7947,-101.45,314.1249102
Apr-72,-0.28,1.00,,0.00,0.00,0.00,63.20,-5.50,6494,-1554.45,-378.936657
May-72,-0.54,1.00,,0.00,0.00,0.00,80.50,-16.10,2693,-5355.45,-5445.20508
Jun-72,0.00,1.00,,0.00,0.00,0.00,88.00,-12.00,11250,3201.55,5455.09475
Jul-72,0.77,1.00,,0.00,0.00,0.00,76.50,-18.60,10040,1991.55,1016.490186
Aug-72,0.27,1.00,,0.00,0.00,0.00,76.80,-8.90,19965,11916.55,11064.19755
Sep-72,-0.14,1.00,,0.00,0.00,0.00,64.00,-14.80,25635,17586.55,8818.35968
Oct-72,2.86,1.00,,0.00,0.00,0.00,61.30,-11.10,16503,8454.55,-2665.679255
Nov-72,0.05,1.00,,0.00,0.00,0.00,41.60,-3.40,9660,1611.55,-748.938858
Dec-72,-0.92,1.00,,0.00,0.00,0.00,45.30,-12.10,9017,968.55,2044.611688
Jan-73,-0.48,1.00,,0.00,0.00,0.00,43.40,-3.00,9413,1364.55,2166.525
Feb-73,-0.20,1.00,,0.00,0.00,0.00,42.90,-13.50,9232,1183.55,-109.1784846
Mar-73,-0.29,1.00,,0.00,0.00,0.00,46.00,0.80,6023,-2025.45,-1030.077144
Apr-73,1.11,1.00,,0.00,0.00,0.00,57.70,-2.10,4696,-3352.45,-935.05401
May-73,-0.43,1.00,,0.00,0.00,0.00,42.40,2.80,10902,2853.55,4095.547008
Jun-73,-0.12,1.00,,0.00,0.00,0.00,39.50,12.30,12786,4737.55,2091.11775
Jul-73,0.20,1.00,,0.00,0.00,0.00,23.10,6.10,15669,7620.55,2562.683058
Aug-73,-0.16,1.00,,0.00,0.00,0.00,25.60,12.30,17874,9825.55,6966.61077
Sep-73,0.08,1.00,,0.00,0.00,0.00,59.30,13.50,20754,12705.55,5151.046793
Oct-73,0.48,1.00,,0.00,0.00,0.00,30.70,9.70,13059,5010.55,-3747.073016
Nov-73,0.57,1.00,,0.00,0.00,0.00,23.90,31.60,8427,378.55,-507.597999
Dec-73,-0.48,0.00,,0.00,1.00,0.00,23.30,16.90,4695,-3353.45,-1790.93376
Jan-74,0.27,0.00,,0.00,1.00,0.00,27.60,20.80,7253,-795.45,1643.1375
Feb-74,-1.03,0.00,,0.00,1.00,0.00,26.00,16.20,8116,67.55,206.4443512
Mar-74,1.03,0.00,,0.00,1.00,0.00,21.30,20.30,8749,700.55,2222.451252
Apr-74,1.23,0.00,,0.00,1.00,0.00,40.30,11.10,4126,-3922.45,-3264.590142
May-74,-0.54,0.00,,0.00,1.00,0.00,39.50,10.70,3672,-4376.45,-2712.299352
Jun-74,0.03,0.00,,0.00,1.00,0.00,36.00,2.60,8606,557.55,2226.7325
Jul-74,-0.19,0.00,,0.00,1.00,0.00,55.80,12.00,6585,-1463.45,-1276.006338
